No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
63	2026	前期	医学部保健学科検査技術科学専攻	解剖学Ⅳ	田中　貴士	金2	1M313
64	2026	後期	医学部保健学科検査技術科学専攻	臨床検査医学II	石田　達郎	金2	3M066
65	2026	前期	医学部保健学科検査技術科学専攻	保健学概論(主：保健学概論)	野田 和惠	金3	1M018
66	2026	前期	医学部保健学科検査技術科学専攻	生理学実習I	橘　吉寿	金3,4,5	1M130
67	2026	前期	医学部保健学科検査技術科学専攻	免疫学	駒井　浩一郎	金3,4	1M143
68	2026	前期	医学部保健学科検査技術科学専攻	生体情報計測学実習	橘　吉寿	金3,4,5	1M150
69	2026	前期	医学部保健学科検査技術科学専攻	ＩＰＷ概論(主：ＩＰＷ概論)	三浦 靖史	金4	1M316
70	2026	後期	医学部保健学科検査技術科学専攻	臨床化学	西村　範行	金4	3M046
71	2026	後期	医学部保健学科検査技術科学専攻	臨床検査実践論	金山　和樹	金4,5	3M093
72	2026	前期	医学部保健学科検査技術科学専攻	栄養機能学	三好 真琴	集中	1M030
73	2026	通年	医学部保健学科検査技術科学専攻	卒業研究	中澤 港	集中	1M097
74	2026	前期	医学部保健学科検査技術科学専攻	臨床検査技能演習	吉田 幸祐	集中	1M115
75	2026	前期	医学部保健学科検査技術科学専攻	医療システム論	亀岡 正典	集中	1M139
76	2026	前期	医学部保健学科検査技術科学専攻	初期体験実習(主：初期体験実習)	吉田 幸祐	集中	1M302
77	2026	前期	医学部保健学科検査技術科学専攻	保健医療英語(主：保健医療英語)	亀岡 正典	集中	1M327
78	2026	通年	医学部保健学科検査技術科学専攻	グローバルヘルスフィールド演習(主：グローバルヘルスフィールド演習)	亀岡 正典	集中	1M336
79	2026	後期	医学部保健学科検査技術科学専攻	臨床細菌検査学実習Ⅱ(主：臨床細菌検査学実習II)	靱　千恵	集中	3M012
80	2026	後期	医学部保健学科検査技術科学専攻	病理組織細胞学実習Ⅱ	金山　和樹	集中	3M023
81	2026	後期	医学部保健学科検査技術科学専攻	ＩＰＷ統合演習(主：ＩＰＷ統合演習)	三好 真琴	集中	3M041
82	2026	後期	医学部保健学科検査技術科学専攻	臨床免疫学実習II	柱本 照	集中	3M044
83	2026	後期	医学部保健学科検査技術科学専攻	臨床細菌検査学実習II(副：臨床細菌検査学実習Ⅱ)	靱　千恵	集中	3M053
84	2026	後期	医学部保健学科検査技術科学専攻	臨床化学実習II	三好 真琴	集中	3M061
85	2026	後期	医学部保健学科検査技術科学専攻	原書講読	中澤 港	集中	3M064
