No.    年度    開講区分    所属    科目名    成績入力担当    曜日・時限    時間割コード
53    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：ニコラウス/コペルニクス大学/インターンシップ/後期/ポーランド）    西川　太郎    集中    3UG05
54    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：国際機関で学ぶSDGs/フィールドワーク/後期/ベルギー/フランス）    西川　太郎    集中    3UG06
55    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：語学研修（台湾華語）/言語研修/後期/台湾）    余　玟欣    集中    3UG08
56    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：エコロジー/言語研修型/後期/オーストラリア ）    余　玟欣    集中    3UG09
57    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP/GSP：テネシー大学でアメリカ文化と英語を学ぶ（アメリカ南部コース）/言語研修型/後期/アメリカ）    井上　弘貴    集中    3UG11
58    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：KUコース/インターンシップ/後期/タイ）    富永 圭介    集中    3UG12
59    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：理学UPLBコース/言語研修/後期/フィリピン）    茶谷 絵理    集中    3UG13
60    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：ＵＰＬＢ農学英語コース/言語研修型，後期/フィリピン）    金丸 研吾    集中    3UG14
61    2026    後期    教養教育院    グローバルチャレンジ実習（神戸GCP：国立台湾大学/言語研修/後期/台湾）    木原　恵美子    集中    3UG15
62    2026    第4クォーター    教養教育院    外国語セミナーＤ（英語）【遠隔クラス】(主：外国語セミナーＤ（英語）【遠隔クラス】)    保田　幸子    集中    4G313
63    2026    第4クォーター    教養教育院    外国語セミナーＦ（フランス語）(主：外国語セミナーＦ（フランス語）)    廣田　大地    集中    4G544
64    2026    第4クォーター    教養教育院    数学Ｄ    メヒア　ディエゴ    集中    4U068
65    2026    第4クォーター    教養教育院    データサイエンス基礎学    加葉田　大志朗    集中    4U114
66    2026    第4クォーター    教養教育院    Academic English Communication A2【遠隔クラス】    石川 慎一郎    集中    4U216
67    2026    第4クォーター    教養教育院    Academic English Literacy B2【遠隔クラス】    横川 博一    集中    4U284
68    2026    第4クォーター    教養教育院    Academic English Literacy A2【遠隔クラス】    石川 慎一郎    集中    4U286
69    2026    第4クォーター    教養教育院    外国語セミナーＤ（英語）【遠隔クラス】(副：外国語セミナーＤ（英語）【遠隔クラス】)    保田　幸子    集中    4U313
70    2026    第4クォーター    教養教育院    外国語セミナーＦ（フランス語）(副：外国語セミナーＦ（フランス語）)    廣田　大地    集中    4U544
71    2026    第4クォーター    教養教育院    健康・スポーツ科学実習２    高見 和至    集中    4U682
＜ 月/ 火/ 水/ 木/ 金/ 土/ 日/ 他 ＞
ページTOPへ
