No.    年度    開講区分    所属    科目名    成績入力担当    曜日・時限    時間割コード
112    2026    第3クォーター    教養教育院    フランス語初級Ｂ３    川上　紘史    火1    3U501
113    2026    第3クォーター    教養教育院    第三外国語（フランス語）Ｔ３    石田　雄樹    火1    3U531
114    2026    第3クォーター    教養教育院    中国語初級Ａ３    易　星星    火1    3U551
115    2026    第3クォーター    教養教育院    中国語初級Ａ３    陳　迪    火1    3U552
116    2026    第3クォーター    教養教育院    中国語初級Ａ３    陳　凱僑    火1    3U553
117    2026    第3クォーター    教養教育院    中国語初級Ａ３    阿　栄娜    火1    3U554
118    2026    第3クォーター    教養教育院    中国語初級Ａ３    付 瑞    火1    3U555
119    2026    第3クォーター    教養教育院    中国語初級Ａ３    曾　麗紅    火1    3U556
120    2026    第3クォーター    教養教育院    中国語初級Ａ３    李　玥    火1    3U557
121    2026    第3クォーター    教養教育院    中国語初級Ａ３    孫　芸珊    火1    3U558
122    2026    第3クォーター    教養教育院    中国語初級Ａ３    アルチャ    火1    3U559
123    2026    第3クォーター    教養教育院    ロシア語初級Ａ３    中野　悠希    火1    3U641
124    2026    第3クォーター    教養教育院    微分積分３    森田　健    火1    3U766
125    2026    第3クォーター    教養教育院    微分積分３    檜垣　充朗    火1    3U767
126    2026    第4クォーター    教養教育院    経済学Ａ    片山　由将    火1    4U039
127    2026    第4クォーター    教養教育院    越境する文化    深川　宏樹    火1    4U047
128    2026    第4クォーター    教養教育院    国家と法    中田　達也    火1    4U052
129    2026    第4クォーター    教養教育院    現代の経済Ａ    石田　章    火1    4U054
130    2026    第4クォーター    教養教育院    生物学Ａ    源 利文    火1    4U060
131    2026    第4クォーター    教養教育院    生物学Ｃ    辻　かおる    火1    4U063
132    2026    第4クォーター    教養教育院    数学Ａ    澤　正憲    火1    4U064
133    2026    第4クォーター    教養教育院    化学Ａ    武智　恭世    火1    4U071
134    2026    第4クォーター    教養教育院    惑星学Ａ    樫村　博基    火1    4U075
135    2026    第4クォーター    教養教育院    情報学Ｂ    仁田 功一    火1    4U078
136    2026    第4クォーター    教養教育院    現代物理学が描く世界    竹内 康雄    火1    4U081
137    2026    第4クォーター    教養教育院    身近な物理法則    小手川 恒    火1    4U082
138    2026    第4クォーター    教養教育院    生命科学Ｂ    片田　竜一    火1    4U083
139    2026    第4クォーター    教養教育院    ドイツ語初級Ａ４    安田　麗    火1    4U401
140    2026    第4クォーター    教養教育院    ドイツ語初級Ａ４    田村　豪    火1    4U402
141    2026    第4クォーター    教養教育院    ドイツ語初級Ａ４    新川　匠郎    火1    4U403
142    2026    第4クォーター    教養教育院    ドイツ語初級Ｂ４    芹澤　円    火1    4U426
143    2026    第4クォーター    教養教育院    ドイツ語初級Ｂ４    ADEBAHR David    火1    4U427
144    2026    第4クォーター    教養教育院    ドイツ語初級Ｂ４    永谷 益朗    火1    4U428
145    2026    第4クォーター    教養教育院    第三外国語（ドイツ語）Ｔ４    新川　匠郎    火1    4U456
146    2026    第4クォーター    教養教育院    フランス語初級Ａ４    石田　雄樹    火1    4U481
147    2026    第4クォーター    教養教育院    フランス語初級Ａ４    馬場　智也    火1    4U482
148    2026    第4クォーター    教養教育院    フランス語初級Ａ４    植村　実江    火1    4U483
149    2026    第4クォーター    教養教育院    フランス語初級Ｂ４    川上　紘史    火1    4U501
150    2026    第4クォーター    教養教育院    第三外国語（フランス語）Ｔ４    石田　雄樹    火1    4U531
151    2026    第4クォーター    教養教育院    中国語初級Ａ４    易　星星    火1    4U551
152    2026    第4クォーター    教養教育院    中国語初級Ａ４    陳　迪    火1    4U552
153    2026    第4クォーター    教養教育院    中国語初級Ａ４    陳　凱僑    火1    4U553
154    2026    第4クォーター    教養教育院    中国語初級Ａ４    阿　栄娜    火1    4U554
155    2026    第4クォーター    教養教育院    中国語初級Ａ４    付 瑞    火1    4U555
156    2026    第4クォーター    教養教育院    中国語初級Ａ４    曾　麗紅    火1    4U556
157    2026    第4クォーター    教養教育院    中国語初級Ａ４    李　玥    火1    4U557
158    2026    第4クォーター    教養教育院    中国語初級Ａ４    孫　芸珊    火1    4U558
159    2026    第4クォーター    教養教育院    中国語初級Ａ４    アルチャ    火1    4U559
160    2026    第4クォーター    教養教育院    ロシア語初級Ａ４    中野　悠希    火1    4U641
161    2026    第4クォーター    教養教育院    微分積分４    森田　健    火1    4U766
162    2026    第4クォーター    教養教育院    微分積分４    檜垣　充朗    火1    4U767
163    2026    第1クォーター    教養教育院    経済学Ｂ    片山　三男    火2    1U044
164    2026    第1クォーター    教養教育院    経営学    三井　泉    火2    1U050
165    2026    第1クォーター    教養教育院    現代社会論Ｂ    片桐　恵子    火2    1U055
166    2026    第1クォーター    教養教育院    越境する文化    小笠原 博毅    火2    1U056
167    2026    第1クォーター    教養教育院    生活環境と技術    横内　陳正    火2    1U057
168    2026    第1クォーター    教養教育院    政治と社会    井口　克郎    火2    1U059
169    2026    第1クォーター    教養教育院    国家と法    中田　達也    火2    1U062
170    2026    第1クォーター    教養教育院    現代の経済Ａ    酒井　裕規    火2    1U064
171    2026    第1クォーター    教養教育院    医学Ａ    児玉　裕三    火2    1U068
172    2026    第1クォーター    教養教育院    数学Ｃ    岡部　恭幸    火2    1U077
173    2026    第1クォーター    教養教育院    化学Ｂ    青山　泰三    火2    1U081
174    2026    第1クォーター    教養教育院    惑星学Ａ    吉岡　祥一    火2    1U082
175    2026    第1クォーター    教養教育院    ドイツ語初級Ａ１    安田　麗    火2    1U404
176    2026    第1クォーター    教養教育院    ドイツ語初級Ａ１    田村　豪    火2    1U405
177    2026    第1クォーター    教養教育院    ドイツ語初級Ａ１    石田　圭子    火2    1U406
178    2026    第1クォーター    教養教育院    ドイツ語初級Ｂ１    芹澤　円    火2    1U429
179    2026    第1クォーター    教養教育院    ドイツ語初級Ｂ１    ADEBAHR David    火2    1U430
180    2026    第1クォーター    教養教育院    ドイツ語初級Ｂ１    永谷 益朗    火2    1U431
181    2026    第1クォーター    教養教育院    第三外国語（ドイツ語）Ｔ１    石田　圭子    火2    1U457
182    2026    第1クォーター    教養教育院    フランス語初級Ａ１    石田　雄樹    火2    1U483
183    2026    第1クォーター    教養教育院    フランス語初級Ａ１    馬場　智也    火2    1U484
184    2026    第1クォーター    教養教育院    フランス語初級Ａ１    植村　実江    火2    1U485
185    2026    第1クォーター    教養教育院    フランス語初級Ｂ１    川上　紘史    火2    1U503
186    2026    第1クォーター    教養教育院    フランス語初級Ｂ１    梶原　久梨子    火2    1U504
187    2026    第1クォーター    教養教育院    第三外国語（フランス語）Ｔ１    石田　雄樹    火2    1U531
188    2026    第1クォーター    教養教育院    中国語初級Ａ１    小野　絵理    火2    1U559
189    2026    第1クォーター    教養教育院    中国語初級Ａ１    中野　尚美    火2    1U560
190    2026    第1クォーター    教養教育院    中国語初級Ａ１    易　星星    火2    1U561
191    2026    第1クォーター    教養教育院    中国語初級Ａ１    アルチャ    火2    1U563
192    2026    第1クォーター    教養教育院    中国語初級Ａ１    劉　燕子    火2    1U564
193    2026    第1クォーター    教養教育院    中国語初級Ａ１    段　飛虹    火2    1U565
194    2026    第1クォーター    教養教育院    中国語初級Ａ１    付 瑞    火2    1U566
195    2026    第1クォーター    教養教育院    中国語初級Ａ１    曾　麗紅    火2    1U567
196    2026    第1クォーター    教養教育院    中国語初級Ａ１    馮　時    火2    1U568
197    2026    第1クォーター    教養教育院    ロシア語初級Ａ１    中野　悠希    火2    1U642
198    2026    前期    教養教育院    健康・スポーツ科学実習基礎    小坂　美保    火2    1U677
199    2026    前期    教養教育院    健康・スポーツ科学実習基礎    益冨 真子    火2    1U678
200    2026    前期    教養教育院    健康・スポーツ科学実習基礎    早田　亘輝    火2    1U679
201    2026    第1クォーター    教養教育院    微分積分１    河田　祥太郎    火2    1U759
202    2026    第1クォーター    教養教育院    微分積分１    メヒア　ディエゴ    火2    1U760
203    2026    第1クォーター    教養教育院    微分積分１    伊藤 健一    火2    1U761
204    2026    第1クォーター    教養教育院    微分積分入門１ Ｂ(学番下3桁：501-590)    影山 康夫    火2    1U771
205    2026    第1クォーター    教養教育院    微分積分入門１ Ｂ(学番下3桁591-680)    太田 泰広    火2    1U772
206    2026    第1クォーター    教養教育院    微分積分入門１ Ｂ(学番下3桁681-)    森田　健    火2    1U773
207    2026    第1クォーター    教養教育院    微分積分入門１ Ｅ(学番下3桁001-090)    若生　将史    火2    1U774
208    2026    第1クォーター    教養教育院    微分積分入門１ Ｅ(学番下3桁091-180)    藤 健太    火2    1U775
209    2026    第1クォーター    教養教育院    微分積分入門１ Ｅ(学番下3桁181-)    ラスマン ウェイン    火2    1U776
210    2026    第1クォーター    教養教育院    微分積分入門１    吉岡 康太    火2    1U777
211    2026    第1クォーター    教養教育院    微分積分入門１    石井 克幸    火2    1U778
212    2026    第1クォーター    教養教育院    微分積分入門１    本田　あおい    火2    1U779
213    2026    第1クォーター    教養教育院    微分積分入門１    山添　隆志    火2    1U780
214    2026    第2クォーター    教養教育院    経済学Ａ    片山　三男    火2    2U041
215    2026    第2クォーター    教養教育院    経営学    三井　泉    火2    2U047
216    2026    第2クォーター    教養教育院    現代社会論Ｂ    増本　康平    火2    2U051
217    2026    第2クォーター    教養教育院    越境する文化    小笠原 博毅    火2    2U052
218    2026    第2クォーター    教養教育院    生活環境と技術    大野 朋子    火2    2U053
219    2026    第2クォーター    教養教育院    政治と社会    安岡 正晴    火2    2U056
220    2026    第2クォーター    教養教育院    国家と法    堀口　悟郎    火2    2U059
221    2026    第2クォーター    教養教育院    現代の経済Ａ    石田　章    火2    2U060
222    2026    第2クォーター    教養教育院    現代の経済Ｂ    井上 武    火2    2U063
223    2026    第2クォーター    教養教育院    教育と社会    葛城　浩一    火2    2U066
224    2026    第2クォーター    教養教育院    医学Ｂ    児玉　裕三    火2    2U069
225    2026    第2クォーター    教養教育院    化学Ｂ    江原 靖人    火2    2U082
226    2026    第2クォーター    教養教育院    阪神・淡路大震災と都市の安全    橘　伸也    火2    2U094
227    2026    第2クォーター    教養教育院    ドイツ語初級Ａ２    安田　麗    火2    2U404
228    2026    第2クォーター    教養教育院    ドイツ語初級Ａ２    田村　豪    火2    2U405
229    2026    第2クォーター    教養教育院    ドイツ語初級Ａ２    石田　圭子    火2    2U406
230    2026    第2クォーター    教養教育院    ドイツ語初級Ｂ２    芹澤　円    火2    2U429
231    2026    第2クォーター    教養教育院    ドイツ語初級Ｂ２    ADEBAHR David    火2    2U430
232    2026    第2クォーター    教養教育院    ドイツ語初級Ｂ２    永谷 益朗    火2    2U431
233    2026    第2クォーター    教養教育院    第三外国語（ドイツ語）Ｔ２    石田　圭子    火2    2U457
234    2026    第2クォーター    教養教育院    フランス語初級Ａ２    石田　雄樹    火2    2U483
235    2026    第2クォーター    教養教育院    フランス語初級Ａ２    馬場　智也    火2    2U484
236    2026    第2クォーター    教養教育院    フランス語初級Ａ２    植村　実江    火2    2U485
237    2026    第2クォーター    教養教育院    フランス語初級Ｂ２    川上　紘史    火2    2U503
238    2026    第2クォーター    教養教育院    フランス語初級Ｂ２    梶原　久梨子    火2    2U504
239    2026    第2クォーター    教養教育院    第三外国語（フランス語）Ｔ２    石田　雄樹    火2    2U531
240    2026    第2クォーター    教養教育院    中国語初級Ａ２    小野　絵理    火2    2U559
241    2026    第2クォーター    教養教育院    中国語初級Ａ２    中野　尚美    火2    2U560
242    2026    第2クォーター    教養教育院    中国語初級Ａ２    易　星星    火2    2U561
243    2026    第2クォーター    教養教育院    中国語初級Ａ２    アルチャ    火2    2U563
