No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
67	2026	第1クォーター	海洋政策科学部	港湾政策論-1	西村 悦子	火4	1Z093
68	2026	第1クォーター	海洋政策科学部	伝熱工学-1（海洋応用科学領域）	劉 秋生	火4	1Z114
69	2026	第1クォーター	海洋政策科学部	伝熱工学-1（機関学領域）	劉 秋生	火4	1Z128
70	2026	第1クォーター	海洋政策科学部	海洋気象学-1	前島　康光	火4	1Z141
71	2026	第2クォーター	海洋政策科学部	海事産業技術概論-2(海洋応用科学領域)	阿部 晃久	火4	2Z039
72	2026	第2クォーター	海洋政策科学部	海事産業技術概論-2(機関学領域)	阿部 晃久	火4	2Z055
73	2026	第2クォーター	海洋政策科学部	伝熱工学-2（海洋応用科学領域）	劉 秋生	火4	2Z112
74	2026	第2クォーター	海洋政策科学部	伝熱工学-2(機関学領域）	劉 秋生	火4	2Z125
75	2026	第2クォーター	海洋政策科学部	海洋気象学-2	前島　康光	火4	2Z134
76	2026	第2クォーター	海洋政策科学部	港湾政策論-2	西村 悦子	火4	2Z141
77	2026	第3クォーター	海洋政策科学部	固体地球科学2-1	GOMEZ CHRISTOPHER	火4	3Z028
78	2026	第3クォーター	海洋政策科学部	浮体静力学-1	高見　朋希	火4	3Z033
79	2026	第3クォーター	海洋政策科学部	機械設計工学-1（海洋応用科学領域）	野村 昌孝	火4	3Z114
80	2026	第3クォーター	海洋政策科学部	機械設計工学-1（機関学領域）	野村 昌孝	火4	3Z118
81	2026	第4クォーター	海洋政策科学部	固体地球科学2-2	GOMEZ CHRISTOPHER	火4	4Z028
82	2026	第4クォーター	海洋政策科学部	浮体静力学-2	高見　朋希	火4	4Z033
83	2026	第4クォーター	海洋政策科学部	機械設計工学-2 （海洋応用科学領域）	野村 昌孝	火4	4Z102
84	2026	第1クォーター	海洋政策科学部	交通政策論-1	秋田 直也	火5	1Z094
