No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
160	2026	前期	法学部　昼間主コース	Japanese Legal System Ⅱ（高度教養科目）(主：Japanese Legal SystemⅡ)	角松　生史	木5	1J077
161	2026	前期	法学部　昼間主コース	民法演習	幡野　弘樹	木5	1J123
162	2026	前期	法学部　昼間主コース	商法演習	榊　素寛	木5	1J124
163	2026	後期	法学部　昼間主コース	法社会学演習	馬場　健一	木5	3J043
164	2026	後期	法学部　昼間主コース	政治学演習	飯田　文雄	木5	3J050
165	2026	後期	法学部　昼間主コース	政治外交史演習	簑原　俊洋	木5	3J057
166	2026	後期	法学部　昼間主コース	プログラム講義Japanese Legal SystemⅠ(主：Japanese Legal SystemⅠ)	Michela Riminucci	木5	3J062
167	2026	後期	法学部　昼間主コース	Japanese Legal System Ⅰ（高度教養科目）(主：Japanese Legal SystemⅠ)	Michela Riminucci	木5	3J067
168	2026	前期	法学部　昼間主コース	プログラム講義Global and Comparative Law(主：Global and Comparative Law)	Shih-An WANG	金1	1J076
169	2026	前期	法学部　昼間主コース	応用憲法(主：応用法律（憲法）)	淺野　博宣	金2	1J052
170	2026	前期	法学部　昼間主コース	応用法律（憲法）(副：応用憲法)	淺野　博宣	金2	1J117
171	2026	後期	法学部　昼間主コース	法解釈基礎	中川 丈久	金2	3J029
172	2026	後期	法学部　昼間主コース	特別講義公務員論	吉田　隆紘	金2	3J108
173	2026	後期	法学部　昼間主コース	高度教養セミナー法学部A（外国書講読（英書））(主：法学文献研究（英語）)	阿部　光利	金2	3J149
174	2026	後期	法学部　昼間主コース	外国書講読（英書）(主：法学文献研究（英語）)	阿部　光利	金2	3J150
175	2026	後期	法学部　昼間主コース	プログラム講義Law and Practice of International Finance(主：Law and Practice of International Finance)	Keith Carpenter	金2	3J159
176	2026	前期	法学部　昼間主コース	民法Ⅳ（親族・相続）	柳迫　周平	金3	1J023
177	2026	第1クォーター	法学部　昼間主コース	特別講義法律を英語で学ぶ：入門	Keith Carpenter	金3	1J088
178	2026	前期	法学部　昼間主コース	特別講義法経連携基礎演習	髙橋　樹生	金3	1J099
179	2026	前期	法学部　昼間主コース	プログラム講義データスクレイピング(主：方法論特殊講義Ⅵ（データスクレイピング）)	吉田　隆紘	金3	1J137
180	2026	第3クォーター	法学部　昼間主コース	特別講義 企業内法務入門(副：企業内法務入門（高度教養科目）、特別講義 企業内法務入門)	行澤 一人	金3	3J034
181	2026	第3クォーター	法学部　昼間主コース	企業内法務入門（高度教養科目）(主：特別講義 企業内法務入門)	行澤 一人	金3	3J066
182	2026	後期	法学部　昼間主コース	特別講義国際著作権法（JASRAC寄附講義）(主：国際著作権法（JASRAC寄附講義）)	島並 良	金3	3J105
183	2026	第3クォーター	法学部　昼間主コース	特別講義 企業内法務入門(主：特別講義 企業内法務入門)	行澤 一人	金3	3JA34
184	2026	第4クォーター	法学部　昼間主コース	特別講義弁護士によるプロボノ活動(副：弁護士によるプロボノ活動（高度教養科目）、特別講義弁護士によるプロボノ活動)	本元　宏和	金3	4J016
185	2026	第4クォーター	法学部　昼間主コース	弁護士によるプロボノ活動（高度教養科目）(主：特別講義弁護士によるプロボノ活動)	本元　宏和	金3	4J018
186	2026	第4クォーター	法学部　昼間主コース	特別講義弁護士によるプロボノ活動(主：特別講義弁護士によるプロボノ活動)	本元　宏和	金3	4JA16
187	2026	前期	法学部　昼間主コース	労働法	大内　伸哉	金4	1J007
188	2026	前期	法学部　昼間主コース	応用民事訴訟法(主：応用法律（民事訴訟法）)	安永　祐司	金4	1J054
189	2026	第1クォーター	法学部　昼間主コース	特別講義法律を英語で学ぶ：入門	Keith Carpenter	金4	1J089
190	2026	前期	法学部　昼間主コース	応用法律（民事訴訟法）(副：応用民事訴訟法)	安永　祐司	金4	1J120
191	2026	前期	法学部　昼間主コース	国際法I(副：国際法Ⅰ（高度教養科目）、国際法I)	竹内　真理	金4	1J136
192	2026	前期	法学部　昼間主コース	国際法Ⅰ（高度教養科目）(主：国際法I)	竹内　真理	金4	1J144
193	2026	前期	法学部　昼間主コース	国際法I(主：国際法I)	竹内　真理	金4	1JA36
194	2026	後期	法学部　昼間主コース	特別講義 社会科学の実践	廣岡　大亮	金4	3J032
195	2026	後期	法学部　昼間主コース	応用法律（民法）(副：応用民法)	田中 洋	金4	3J111
196	2026	後期	法学部　昼間主コース	応用民法(主：応用法律（民法）)	田中 洋	金4	3J118
197	2026	前期	法学部　昼間主コース	比較法Ⅰ(副：比較法Ⅰ)	渋谷　謙次郎	金5	1J160
198	2026	前期	法学部　昼間主コース	比較法Ⅰ(主：比較法Ⅰ)	渋谷　謙次郎	金5	1JA60
199	2026	前期	法学部　昼間主コース	特別講義社会問題自主研究	西上　治	集中	1J037
200	2026	前期	法学部　昼間主コース	特別講義法学海外研修（英国）(主：法学海外研修（英国）)	板持　研吾	集中	1J161
201	2026	前期	法学部　昼間主コース	プログラム講義Law and Business in a Cross-Cultural Context (Appropriate Dispute Resolution)(主：Law and Business in a Cross-Cultural Context (Appropriate Dispute Resolution))	板持　研吾	集中	1J164
202	2026	前期	法学部　昼間主コース	プログラム講義Law and Business in a Cross-Cultural Context (Negotiation)(主：Law and Business in a Cross-Cultural Context (Negotiation))	板持　研吾	集中	1J165
203	2026	第2クォーター	法学部　昼間主コース	プログラム講義Legal English for Regulation(主：Legal English for Regulation)	高橋 裕	集中	2J018
204	2026	第2クォーター	法学部　昼間主コース	プログラム講義Comparative Constitutional Law (Intensive Course)(主：Comparative Constitutional Law (Intensive Course))	木下 昌彦	集中	2J019
205	2026	第2クォーター	法学部　昼間主コース	プログラム講義Comparative Law in Asian Context (Kobe SALAD)(主：Comparative Law in Asian Context (Kobe SALAD))	西岡　和晃	集中	2J020
206	2026	第2クォーター	法学部　昼間主コース	プログラム講義計量政治学方法論Ⅰ(主：方法論特殊講義Ⅲ)	SONG JAEHYUN	集中	2J043
207	2026	第2クォーター	法学部　昼間主コース	政治理論	鏑木 政彦	集中	2J045
208	2026	第2クォーター	法学部　昼間主コース	地域政治	中西　嘉宏	集中	2J046
209	2026	第3クォーター	法学部　昼間主コース	プログラム講義Asian Law(主：Asian Law)	川島 富士雄	集中	3J161
210	2026	後期	法学部　昼間主コース	プログラム講義International Corporate Law and Practice(主：International Corporate Law and Practice)	角松　生史	集中	3J163
211	2026	第4クォーター	法学部　昼間主コース	プログラム講義International Business Transactions(主：International Business Transactions)	板持　研吾	集中	4J031
212	2026	第4クォーター	法学部　昼間主コース	プログラム講義Comparative Competition Law(主：Comparative Competition Law)	川島 富士雄	集中	4J032
