No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
136	2026	第4クォーター	国際人間科学部	グローバル文化特別演習Ｂ	谷川 真一	木3	4HE26
137	2026	第4クォーター	国際人間科学部	グローバル文化特別演習Ｂ	塚原 東吾	木3	4HE41
138	2026	第4クォーター	国際人間科学部	グローバル文化特別演習Ｂ	韓　河羅	木3	4HE60
139	2026	第4クォーター	国際人間科学部	数理科学研究Ｂ	地道　正行	木3	4HG27
140	2026	第4クォーター	国際人間科学部	環境応用科学実験Ｂ２（生物環境）	佐賀　達矢	木3,4	4HG28
141	2026	第4クォーター	国際人間科学部	障害児発達学２（障害者・障害児心理学２）	山根　隆宏	木3	4HH31
142	2026	第4クォーター	国際人間科学部	知的障害支援学１	赤木　和重	木3	4HH32
143	2026	第1クォーター	国際人間科学部	異文化間教育論(副：異文化間教育論１)	ラッシラ エルッキ タピオ	木4	1H029
144	2026	第1クォーター	国際人間科学部	グローバル共生社会論	井口　克郎	木4	1H035
145	2026	前期	国際人間科学部	環大西洋文化論	小澤　卓也	木4	1H320
146	2026	前期	国際人間科学部	文化人類学	今村　宏之	木4	1H321
147	2026	前期	国際人間科学部	現代社会理論	西澤 晃彦	木4	1H325
148	2026	前期	国際人間科学部	視覚文化論	礒谷　有亮	木4	1H372
149	2026	前期	国際人間科学部	地域文化論基礎演習Ⅱ	谷川 真一	木4	1H386
150	2026	前期	国際人間科学部	異文化コミュニケーション論基礎演習Ⅱ	大石　侑香	木4	1H389
151	2026	前期	国際人間科学部	異文化コミュニケーション論基礎演習Ⅱ	土田　千愛	木4	1H390
152	2026	前期	国際人間科学部	言語情報コミュニケーション論基礎演習Ⅱ	田中 順子	木4	1H395
153	2026	前期	国際人間科学部	言語情報コミュニケーション論基礎演習Ⅱ	林 良子	木4	1H396
154	2026	前期	国際人間科学部	身体表現論	關　典子	木4	1H514
155	2026	前期	国際人間科学部	社会教育課題研究（ジェンダー問題学習論）	稲原　美苗	木4	1H520
156	2026	第1クォーター	国際人間科学部	心理学実験法	古谷　真樹	木4	1H535
157	2026	前期	国際人間科学部	コミュニティ環境の心理学	打田　篤彦	木4	1H560
158	2026	前期	国際人間科学部	環境物理学Ａ	黒澤　耕介	木4	1H602
159	2026	前期	国際人間科学部	数理科学基礎	嘉田　勝	木4	1H606
160	2026	前期	国際人間科学部	多変量解析	阪本　雄二	木4	1H629
161	2026	前期	国際人間科学部	アプライアンス環境論	福田 博也	木4	1H660
162	2026	前期	国際人間科学部	初等生徒指導論（進路指導を含む）	川地　亜弥子	木4	1H720
163	2026	前期	国際人間科学部	保育内容研究（健康Ⅰ）	村瀬　瑠美	木4	1H767
164	2026	第1クォーター	国際人間科学部	異文化間教育論１(主：異文化間教育論)	ラッシラ エルッキ タピオ	木4	1HA29
165	2026	第1クォーター	国際人間科学部	環大西洋文化論Ａ	小澤　卓也	木4	1HD20
166	2026	第1クォーター	国際人間科学部	文化人類学１	今村　宏之	木4	1HD21
167	2026	第1クォーター	国際人間科学部	現代社会理論Ａ	西澤 晃彦	木4	1HD25
168	2026	第1クォーター	国際人間科学部	視覚文化論Ａ	礒谷　有亮	木4	1HD72
169	2026	第1クォーター	国際人間科学部	グローバル文化形成基礎演習Ｃ	谷川 真一	木4	1HD86
170	2026	第1クォーター	国際人間科学部	グローバル社会動態基礎演習Ｃ	大石　侑香	木4	1HD89
171	2026	第1クォーター	国際人間科学部	グローバル文化形成基礎演習Ｃ	土田　千愛	木4	1HD90
172	2026	第1クォーター	国際人間科学部	グローバルコミュニケーション基礎演習Ｃ	田中 順子	木4	1HD95
